sentiment,text
neutral,"the cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories"
neutral,"it grew in finland , norway , denmark and the baltic countries"
neutral,"according to hk ruokatalo , almost all the meat used by the company comes from finland"
negative,"operating_profit fell to eur 35.4 mn from eur 68.8 mn in 2007 , including vessel sales gain of eur 12.3 mn"
positive,operating_profit rose to eur 26.7 mn from eur 14.9 mn in the corresponding period in 2006
neutral,absolut bank is exploring the possibility of further borrowing
negative,"net_sales for the financial year 2006 are expected to amount to about eur 20 m and the operating_result ebit is expected to be a loss , as announced before"
neutral,"its customers include local companies slo oy , kiilto oy , toptronics oy , normark suomi oy , pellonpaja oy and mansner oy"
positive,"mobile phone sales rose 25 % to 5.87 billion euros , while enterprise solution sales dropped 39 % to 186 million euros"
neutral,"the annual report will be sent automatically to shareholders holding at least 2 , 000 sampo plc shares"
neutral,"incap , headquartered in oulu , finland , is a electronics contract manufacturer with some 750 employees in finland , estonia and india"
neutral,the server is responsible for managing devices and user accounts and a desktop client application enables remote access to the mobile phones
positive,operating_profit rose to eur 4.7 mn from eur 4.6 mn
neutral,"the fish content of the nuggets is 85 % , and the fish comes from canada and finland"
negative,"biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel"
positive,cash_flow from operations rose to eur 52.7 mn from eur 15.6 mn in 2007
neutral,"the end-to-end delivery combines the competencies and services from tietoenators telecom & media , processing & network and digital innovations business areas"
positive,"( adp news ) - feb 9 , 2009 - finnish computer services company proha oyj ( hel : art 1 v ) said today its net_loss narrowed to eur 113 , 000 ( usd 146 , 000 ) for 2008 from eur 1.2 million for 2007"
neutral,with this new version it is very important for us to introduce a bim process that is based on the detailed building information model
neutral,the acquisition of avc systemhaus and the majority stake in cableway will increase the number of teleste personnel by 250
neutral,"after the signing , the total amount of aspo s revolving credit facility agreements is eur 50 million , which replaces the formerly valid agreements of eur 80 million"
neutral,the order is related to renewing the network of the telecommunications operator
positive,the group also has a strong global position in other fishing categories
neutral,"the share capital of alma media corporation ( business id 1944757-4 ) is eur 45 , 031 , 513.80 and it is divided into 75 , 052 , 523 shares"
neutral,ulefos group is the leading supplier of manhole covers in the nordic countries
neutral,"of the company s net_sales , 38 % was acquired in finland , 21 % in other european countries , 40 % in asia , and 1 % in the us"
positive,"we are happy to be working with rapala to encourage boaters and anglers to introduce newcomers to the sport , said rbff president & ceo frank peterson"
negative,rising costs have forced packaging producer huhtamaki to axe 90 jobs at its hampshire manufacturing plant
neutral,europe however remains an important and strong market for us
positive,upm-kymmene is one of the world s leading printing paper producers with production in 15 countries and a sales network covering more than 170 companies
neutral,bioheapleaching makes extraction of metals from low grade ore economically viable
positive,"the company is now intensifying its smelter operations and increasing its annual production capacity to 230 , 000 tonnes of copper"
positive,"also , it is bringing in the right kind of people to upgrade its human resources"
neutral,capman made its initial investment in onemed in june 2006
neutral,"before fki , john jiang has worked in several general manager or senior business consultant positions for international companies in china"
neutral,"in addition to supplying a new headbox and a modern sizing and coating unit , vaahto group will provide erection supervision , training and start-up services"
neutral,finnish paints and coatings company tikkurila oyj ( hel : tik 1 v ) announced today the launch of tikkurila prohouse method for protection of wooden surfaces via treatment with ultra pro waterborne products
